Label,Title,Artist,Album,Genre,Year,Format,Notes
J & B Records (JB 217),Beans In My Ears,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Beep Beep,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Dead Skunk,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Wooly Bully,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),"Chirpy, Chirpy Cheep, Cheep",Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Haunted House,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Rockin' Robin,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Old Man Emu,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),The Birds And The Bees,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Bama Lama Bama Lou,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Witch Doctor,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),There Ain't No Age For Rock' N' Roll ,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Troglodyte (Cave Man),Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Alley Oop,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
J & B Records (JB 217),Ball Bearing Bird,Various,Funbusters Volume 2,Pop,0,"Vinyl (LP, Compilation)",
"Ata Records (SATAL-932,111)",Cara Mia   ,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Wallpaper Roses ,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",What Will My Mary Say,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",San Francisco (ILeft My Heart In),Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Red Roses For A Blue Lady,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)", To The End Of The Earth       ,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",24 Hours From Tulsa,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Temptation,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",More,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Spanish Eyes,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Moonlight Will Come,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
"Ata Records (SATAL-932,111)",Hallelujah I Love Her So,Sandy Scott (2),Great Scott! - It's Sandy,Pop,1966,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Days Of Wine And Roses,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Secret Love,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Zip-A-Dee Doo-Dah,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),When You Wish Upon A Star,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Whatever Will Be Will Be,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Over The Rainbow,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Moon River,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),Lullaby Of Broadway,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),You'll Never Know,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),The Last Time I Saw Paris,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),High Hopes,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),The Way You Look Tonight,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
MGM Records (SE4048),All The Way,Connie Francis,Sings Award Winning Motion Picture Hits,"Folk, World, & Country, Stage & Screen",1963,"Vinyl (LP, Album, Stereo)",
Chase (CHASE 5),There's No Snow Here (At Christmas Time),The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Chase (CHASE 5),Christmas All Over The World,The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Chase (CHASE 5),Jingle Bell Rock,The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Chase (CHASE 5),Come Home For Christmas,The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Chase (CHASE 5),Santa Claus Is Coming To Town,The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Chase (CHASE 5),Happy Christmas (War Is Over),The Delltones,All These Things And More,Rock,1985,"Vinyl (12"", EP, Promo)",Australian Promo.
Capitol Records (SW-595),Overture,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),"Oh, What A Beautiful Mornin'",Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),The Surrey With The Fringe On Top,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),Kansas City,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),I Cain't Say No,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),Many A New Day,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),People Will Say We're In Love,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),Poor Jud Is Dead,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),Out Of My Dreams,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),The Farmer And The Cowman,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),All Er Nothin',Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
Capitol Records (SW-595),Oklahoma!,Rodgers & Hammerstein,Oklahoma,Stage & Screen,1955,"Vinyl (LP, Album)",
EMI (EMC.240737),Crying In The Rain,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Bad Boys,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Still Of The Night,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Here I Go Again,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Give Me All Your Love,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Is This Love,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Children Of The Night,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Straight For The Heart,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
EMI (EMC.240737),Don't Turn Away,Whitesnake,1987,Rock,1987,"Vinyl (LP, Album, Promo, Stereo)",
Scotti Bros. Records (834 770-1),Fat,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Stuck In A Closet With Vanna White,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),(This Song's Just) Six Words Long,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),You Make Me,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),I Think I'm A Clone Now,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Lasagna,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Melanie,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Alimony,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Velvet Elvis,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Twister,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Scotti Bros. Records (834 770-1),Good Old Days,"""Weird Al"" Yankovic",Even Worse,"Rock, Pop",1988,"Vinyl (LP, Album)",
Columbia (CS 9013),Muleskinner,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),Don't Let The Rain Come Down (Crooked Little Man),The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),Where Have All The Flowers Gone,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),Puff (The Magic Dragon),The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),Brother Where Are You,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),The Battle Of New Orleans,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),The Banana Boat Song,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),"Don't Think Twice, It's All Right",The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),I'm Just A Country Boy,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),San Francisco Bay Blues,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),"Come To My Bedside, My Darlin'",The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
Columbia (CS 9013),We Shall Overcome,The Brothers Four,More Big Folk Hits,"Folk, World, & Country",1964,"Vinyl (LP, Album, Stereo)",
CBS (63104),"Up, Up And Away",Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),The More I See You,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),Where Are The Words,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),The Morningside Of The Mountain,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),I Won't Cry Anymore,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),Far Above Cayuga's Waters,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),Misty Roses,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),Drifting,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),At The Crossroads,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),I Thought Of You Last Night,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
CBS (63104),When I Look In Your Eyes,Johnny Mathis,"Up, Up And Away",Pop,1967,"Vinyl (LP, Album, Stereo)",
RCA Camden (CAS-2201),It's A Good Day,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),Sleepy Time Gal,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),One For My Baby (And One More For The Road),Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),Love Letters,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),Red Sails In The Sunset,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),For Me And My Gal,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),Like Someone In Love,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),When I Fall In Love,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),There Must Be A Way,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),The Girl With The Golden Braids,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
RCA Camden (CAS-2201),You Are Never Far Away,Perry Como,You Are Never Far Away,Pop,0,"Vinyl (LP, Album)",
CBS Special Products (none),On The Street Where You Live,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Fly Me To The Moon (In Other Words),Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Moon River,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),The Sweetest Sounds,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Never On Sunday,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),What Kind Of Fool Am I?,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Blue Velvet,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),My Coloring Book,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Stranger In Paradise,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),I Left My Heart In San Francisco,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Wives And Lovers,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS Special Products (none),Mack The Knife,Various,22 Golden Hits By Today's Greatest Stars (Volume 1),Pop,1967,"Vinyl (LP, Compilation, Limited Edition)",
CBS (AB-2),I'll Be Back,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),All I Really Want To Do,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),Sugar And Spice,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),Sweet Bitter Love,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),8:05,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),"Louie, Louie",Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),Everybody Loves A Lover,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),The 59th Street Bridge Song (Feelin' Groovy),Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),Good Day Sunshine,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (AB-2),Turn-Down Day,Various,Our Best To You: Today's Great Hits... Today's Great Stars,"Rock, Funk / Soul",1967,"Vinyl (LP, Compilation, Mono)",
CBS (KLLS 1650),Preludium,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),The Sound Of Music,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Maria,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),My Favorite Things,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Do-Re-Me,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Sixteen Going On Seventeen,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),The Lonely Goatherd,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),How Can Love Survive,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),The Sound Of Music (Reprise),The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Laendler,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),"So Long, Farewell",The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Climb Ev'ry Mountain,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),No Way To Stop It,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),An Ordinary Couple,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Processional,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Sixteen Going On Seventeen,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Edelweiss,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
CBS (KLLS 1650),Climb Ev'ry Mountain,The Sound Of Music Original Broadway Cast,The Sound Of Music (Original Broadway Cast),Stage & Screen,0,"Vinyl (LP, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Prelude And Overture,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),I Wonder What The King Is Doing Tonight,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),The Simple Joys Of Maidenhood,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Camelot And The Wedding Ceremony,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),C'est Moi,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),The Lusty Month Of May,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Follow Me And Children's Chorus,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),How To Handle A Woman,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Take Me To The Fair,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),If Ever I Would Leave You - Love Montage,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),What Do The Simple Folk Do?,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),I Loved You Once In Silence,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Guenevere,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
Warner Bros. - Seven Arts Records (BS-1712),Finale Ultimo,Lerner & Loewe,Camelot (Original Motion Picture Sound Track),Stage & Screen,1967,"Vinyl (LP, Album, Stereo)",
CBS (SBP 233520),You Know You Don't Want Me,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),My Cup Runneth Over,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),More,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),Mame,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),Hasta Luego,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),Time After Time,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),It Hurts To Say Goodbye,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),This Is My Song,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),You Don't Have To Say You Love Me,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),Cabaret,Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
CBS (SBP 233520),"Sunrise, Sunset",Jim Nabors,By Request,Pop,0,"Vinyl (LP, Album, Reissue, Stereo)",
MGM Records (MGMS-1012),"Overture From ""Doctor Zhivago""",Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),"Main Title From ""Doctor Zhivago""",Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Lara Leaves Yuri,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),At The Student Cafe,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Komarovsky And Lara's Rendezvous,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),Revolution,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),"Lara's Theme From ""Doctor Zhivago""",Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
MGM Records (MGMS-1012),The Funeral,Maurice Jarre,Doctor Zhivago Original Soundtrack Album,"Jazz, Stage & Screen",0,"Vinyl (LP, Repress, Stereo)",
